ip,rdns,country,city,lat,lon,asn,isp
5.129.154.251,l5-129-154-251.novotelecom.ru,Russia,Novosibirsk,55.0362,82.9479,AS31200 Novotelecom Ltd,Novotelecom Ltd
5.107.26.6,N/A,United Arab Emirates,Sharjah,25.3412,55.4224,AS5384 Emirates Telecommunications Group Company (etisalat Group) Pjsc,Emirates Telecommunications Group Company (etisalat Group) Pjsc
45.232.245.56,g3telecompi.com.br,Brazil,Unknown,-22.8305,-43.2192,Unknown,Unknown
27.147.200.69,dhknat-27.147.200.69.link3.net,Bangladesh,Dhaka,23.7254,90.4189,AS23688 Link3 Technologies Ltd.,Link3 Technologies Ltd.
213.230.92.87,87.64.uzpak.uz,Uzbekistan,Tashkent,41.2615,69.2177,AS8193 Uzbektelekom Joint Stock Company,Uzbektelekom Joint Stock Company
201.32.113.197,201-32-113-197.user3p.vtal.net.br,Brazil,Rio de Janeiro,-22.9072,-43.1883,AS7738 V tal,V tal
190.60.51.217,217-51-60-190.ufinet.com.co,Colombia,Floridablanca,7.0595,-73.0909,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.
187.189.208.79,fixed-187-189-208-79.totalplay.net,Mexico,Gustavo Adolfo Madero,19.5221,-99.1576,AS17072 TOTAL PLAY TELECOMUNICACIONES SA DE CV,TOTAL PLAY TELECOMUNICACIONES SA DE CV
131.100.185.204,host204.131-100-185.claro.com.py,Paraguay,Asunción,-25.2869,-57.6511,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
103.88.141.40,N/A,Bangladesh,Dhaka,23.8233,90.365,AS136450 Kastech Computer Valley,Kastech Computer Valley
103.157.48.111,N/A,Indonesia,Denpasar,-8.6032,115.1909,AS63859 PT. Eka Mas Republik,PT. Eka Mas Republik
103.138.173.204,N/A,Bangladesh,Unknown,23.7018,90.3742,AS139029 AKNetworks,AKNetworks
103.129.76.244,N/A,Myanmar,Unknown,21.0,96.0,AS135589 Internet Maekhong Network Company Limited,Internet Maekhong Network Company Limited
95.25.144.93,95-25-144-93.broadband.corbina.ru,Russia,Krasnodar,45.0355,38.975,AS3216 PVimpelCom,PVimpelCom
49.177.148.248,n49-177-148-248.rdl1.qld.optusnet.com.au,Australia,Cairns,-16.9274,145.7645,AS4804 Microplex PTY LTD,Microplex PTY LTD
45.224.22.137,137-22-224-45.ufinetlatam.net.ec,Ecuador,Riobamba,-1.6727,-78.6483,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.
45.151.239.26,N/A,Ukraine,Rivne,50.6223,26.2396,AS206257 LLC Lana-it,LLC Lana-it
202.63.205.5,corp-khi-5-205.cubexsweatherly.com,Pakistan,Karachi,24.8591,66.9983,"AS38584 CubeXS Pvt Ltd, Internet Service Provider Pakistan","CubeXS Pvt Ltd, Internet Service Provider Pakistan"
190.89.123.206,N/A,Brazil,Jarinu,-23.0983,-46.7312,AS270388 REDE ULTRACONECTA NET LTDA,REDE ULTRACONECTA NET LTDA
189.203.192.30,fixed-189-203-192-30.totalplay.net,Mexico,Guadalajara,20.6802,-103.3404,AS17072 TOTAL PLAY TELECOMUNICACIONES SA DE CV,TOTAL PLAY TELECOMUNICACIONES SA DE CV
188.16.71.61,N/A,Russia,Perm,58.0047,56.2514,AS12389 Rostelecom,Rostelecom
187.62.87.218,187-62-87-218.infinitygo.com.br,Brazil,Mairiporã,-23.3219,-46.5849,AS269715 INFINITYGO TELECOM LTDA,INFINITYGO TELECOM LTDA
185.252.88.245,185-252-88-245.nat.ipv4.tkcsystem.cz,Czechia,Krnov,50.0897,17.7038,AS204332 TKC system s.r.o.,TKC system s.r.o.
181.78.12.179,179.12.78.181.ufinet.com.co,Colombia,Medellín,6.2529,-75.5646,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.
181.117.160.248,host248.181-117-160.telmex.net.ar,Argentina,General Pacheco,-34.4674,-58.649,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
172.56.160.190,N/A,United States,Brooklyn,40.7252,-73.944,AS21928 T-MOBILE-AS21928,T-MOBILE-AS21928
119.93.129.91,N/A,Philippines,Sibonga,9.9137,123.6177,AS9299 Philippine Long Distance Telephone Company,Philippine Long Distance Telephone Company
103.153.53.136,N/A,Bangladesh,Unknown,23.7018,90.3742,AS137432 BKB Network,BKB Network
103.153.28.24,N/A,Bangladesh,Unknown,23.7018,90.3742,AS140898 Net City,Net City
87.255.16.168,host-87-255-16-168.bigtelecom.ru,Russia,Khimki,55.8939,37.4198,AS35810 Big Telecom Jsc,Big Telecom Jsc
78.25.5.239,N/A,Ukraine,Shepetivka,50.1968,27.0799,AS196906 PE Brunarsky Andrey Romanovich,PE Brunarsky Andrey Romanovich
45.171.28.90,static-45-171-28-90.interouro.net.br,Brazil,Ouro Preto,-20.3914,-43.6442,AS268186 InterOuro Telecom,InterOuro Telecom
203.145.36.215,N/A,Bangladesh,Tongi,23.8905,90.398,AS141045 Civil Network,Civil Network
200.123.53.193,host53193.netway.com.ar,Argentina,Laferrere,-34.7503,-58.5827,AS272928 P&C ON LINE S.R.L. NETWAY INTERNET,P&C ON LINE S.R.L. NETWAY INTERNET
190.62.86.57,N/A,El Salvador,San Salvador,13.6927,-89.1917,"AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA","TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA"
182.50.66.111,N/A,Nepal,Unknown,28.0,84.0,AS55427 Broadlink Nepal,Broadlink Nepal
178.136.109.143,178-136-109-143.od.vega-ua.net,Ukraine,Odesa,46.4752,30.7338,AS21497 PrJSC VF UKRAINE,PrJSC VF UKRAINE
146.70.147.100,N/A,United States,Miami,25.7838,-80.1823,AS9009 M247 Europe SRL,M247 Europe SRL
14.191.19.248,static.vnpt.vn,Vietnam,Thái Bình,20.4487,106.3343,AS45899 VNPT Corp,VNPT Corp
111.119.39.84,N/A,Nepal,Unknown,28.0,84.0,AS24550 Websurfer Nepal Internet Service Provider,Websurfer Nepal Internet Service Provider
103.191.84.72,N/A,Bangladesh,Unknown,23.7018,90.3742,AS150123 MS S.N.B. NET,MS S.N.B. NET
91.199.138.39,N/A,Ukraine,Konotop,51.2403,33.2026,AS44482 TOV TRK Radioservice,TOV TRK Radioservice
45.85.180.251,N/A,Spain,Unknown,40.4172,-3.684,Unknown,Unknown
45.175.115.97,N/A,Brazil,Hortolândia,-22.8614,-47.2195,AS28649 Desktop Sigmanet Comunicacao Multimidia SA,Desktop Sigmanet Comunicacao Multimidia SA
45.151.237.122,N/A,Ukraine,Rivne,50.6223,26.2396,AS206257 LLC Lana-it,LLC Lana-it
216.234.223.93,customer.gtmygtm1.isp.starlink.com,Honduras,Tegucigalpa,14.0828,-87.2041,AS14593 SPACEX-STARLINK,SPACEX-STARLINK
212.66.35.112,N/A,Ukraine,Makiivka,48.0536,37.9408,AS44539 Redi LLC,Redi LLC
202.65.238.1,customer.jtnaidn2.pop.starlinkisp.net,Indonesia,Jakarta,-6.2114,106.8446,AS45700 PT Starlink Services Indonesia,PT Starlink Services Indonesia
200.229.254.9,N/A,Argentina,Rosario,-32.954,-60.6634,AS52465 WNet Internet y Hosting,WNet Internet y Hosting
190.153.88.192,192.88.153.190.net-uno.net,Venezuela,Caracas,10.4873,-66.8738,"AS11562 Net Uno, C.A.","Net Uno, C.A."
186.123.216.157,host157.186-123-216.telmex.net.ar,Argentina,Unknown,-34.6022,-58.3845,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
182.182.219.218,N/A,Pakistan,Rawalpindi,33.599,73.0436,AS17557 Pakistan Telecommunication Company Limited,Pakistan Telecommunication Company Limited
181.78.85.114,114.85.78.181.ufinet.com.co,Colombia,Bogotá,4.6044,-74.0858,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.
181.50.9.11,dynamic-ip-181500911.cable.net.co,Colombia,Pasto,1.2146,-77.2785,AS10620 Telmex Colombia S.A.,Telmex Colombia S.A.
180.242.194.79,N/A,Indonesia,Batam,1.1254,103.9548,AS7713 PT Telekomunikasi Indonesia,PT Telekomunikasi Indonesia
180.149.232.226,N/A,Bangladesh,Dhaka,23.7278,90.4135,AS131464 Digi Jadoo Broadband Ltd,Digi Jadoo Broadband Ltd
177.116.27.132,177-116-27-132.user.vivozap.com.br,Brazil,Belo Horizonte,-19.9029,-43.9572,AS26599 TELEFONICA BRASIL S.A,TELEFONICA BRASIL S.A
170.150.72.160,N/A,Brazil,Cidade Dutra,-23.5475,-46.6361,AS265032 IRANET TELECOM,IRANET TELECOM
138.219.24.244,din-138-219-24-244.litoraltibau.com.br,Brazil,Tibau,-4.9085,-37.3114,AS61701 NARCELIO L DE SOUZA - ME,NARCELIO L DE SOUZA - ME
125.166.119.151,N/A,Indonesia,Banyuwangi,-8.2325,114.3576,AS7713 PT Telekomunikasi Indonesia,PT Telekomunikasi Indonesia
112.208.76.116,112.208.76.116.pldt.net,Philippines,Cebu City,10.3099,123.893,AS9299 Philippine Long Distance Telephone Company,Philippine Long Distance Telephone Company
110.136.158.148,N/A,Indonesia,Bandung,-6.9202,107.6084,AS7713 PT Telekomunikasi Indonesia,PT Telekomunikasi Indonesia
103.23.94.230,N/A,Philippines,Iriga City,13.4265,123.4145,AS151678 Iriga Telephone Company Inc.,Iriga Telephone Company Inc.
59.11.2.17,N/A,South Korea,Suwon,37.2677,127.0457,AS4766 Korea Telecom,Korea Telecom
58.10.119.59,cm-58-10-119-59.revip7.asianet.co.th,Thailand,Nakhon Ratchasima,15.0598,102.2215,AS17552 True Online,True Online
45.6.130.156,dynamic-45-6-130-156.r2dados.com.br,Brazil,Pedro Leopoldo,-19.6447,-44.0394,AS266062 R2 DADOS LTDA - ME,R2 DADOS LTDA - ME
45.180.17.252,45.180.17.252.linkbrasil.net.br,Brazil,Braúna,-21.5633,-50.3542,AS271253 LINK BRASIL TELECOMUNICACOES LTDA,LINK BRASIL TELECOMUNICACOES LTDA
45.170.41.21,N/A,Argentina,Pérez,-32.9989,-60.77,AS52465 WNet Internet y Hosting,WNet Internet y Hosting
43.251.253.151,43-251-253-151.optix.pk,Pakistan,Lahore,31.5826,74.3276,AS136384 Optix Pakistan Pvt. Limited,Optix Pakistan Pvt. Limited
37.203.17.65,37-203-17-65.broadband.tenet.odessa.ua,Ukraine,Odesa,46.4752,30.7338,AS6876 TENET Scientific Production Enterprise LLC,TENET Scientific Production Enterprise LLC
200.26.225.153,N/A,Argentina,La Plata,-34.8635,-58.0188,AS269870 Giza S.A.,Giza S.A.
186.158.18.9,host9.186-158-18.telmex.net.ar,Argentina,Plottier,-38.9669,-68.228,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
155.93.217.40,uhm0-cust.coolideas.co.za,South Africa,Johannesburg,-26.2309,28.0583,AS37680 COOL-IDEAS,COOL-IDEAS
14.191.52.217,static.vnpt.vn,Vietnam,Hanoi,21.0184,105.8461,AS45899 VNPT Corp,VNPT Corp
106.221.2.9,N/A,India,Sangli,16.8564,74.5571,AS45609 Bharti Airtel Ltd. AS for GPRS Service,Bharti Airtel Ltd. AS for GPRS Service
103.228.1.96,N/A,Bangladesh,Unknown,23.7018,90.3742,AS59332 Mynet Limited,Mynet Limited
103.143.138.208,N/A,Bangladesh,Unknown,23.7018,90.3742,AS139678 Joydebpur Network,Joydebpur Network
102.209.137.222,N/A,Kenya,Nairobi,-1.2841,36.8155,AS329411 Yala-Kenya-Limited,Yala-Kenya-Limited
94.124.166.118,N/A,Ukraine,Kharkiv,49.982,36.2566,AS35614 Therecom Ltd,Therecom Ltd
45.224.23.224,224-23-224-45.ufinetlatam.net.ec,Ecuador,Riobamba,-1.6727,-78.6483,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.
39.34.81.62,N/A,Pakistan,Gujrat,32.5684,74.0805,AS17557 Pakistan Telecommunication Company Limited,Pakistan Telecommunication Company Limited
202.165.91.125,N/A,Myanmar,Yangon,16.7964,96.1667,"AS136255 Telecom International Myanmar Co., Ltd","Telecom International Myanmar Co., Ltd"
201.219.167.14,customer-ccdia-CGNAT-201-219-167-14.megacable.com.ar,Argentina,Concordia,-31.3985,-58.0374,AS28015 MERCO COMUNICACIONES,MERCO COMUNICACIONES
193.237.194.56,static-193-237-194-56.vodafonexdsl.co.uk,United Kingdom,Slough,51.477,-0.523,AS5378 Vodafone Limited,Vodafone Limited
190.97.237.143,N/A,Venezuela,Caracas,10.4873,-66.8738,AS263703 VIGINET C.A,VIGINET C.A
190.220.147.189,host189.190-220-147.telmex.net.ar,Argentina,Unknown,-34.6022,-58.3845,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
186.32.222.2,N/A,Costa Rica,San José,9.9247,-84.1024,AS262197 MILLICOM CABLE COSTA RICA S.A.,MILLICOM CABLE COSTA RICA S.A.
185.120.181.178,ip-185-120-181-178.interfiber.al,Albania,Tirana,41.3253,19.8184,AS211147 INTERFIBER Sh.p.k,INTERFIBER Sh.p.k
181.42.139.254,client-181-42-139-254.imovil.entelpcs.cl,Chile,Santiago,-33.4521,-70.6536,AS27651 ENTEL CHILE S.A.,ENTEL CHILE S.A.
179.108.93.0,179.108.93.0.ragtek.net.br,Brazil,Goiânia,-16.6802,-49.2564,AS263269 RAGTEK TECNOLOGIA,RAGTEK TECNOLOGIA
178.78.161.96,host-96.161.78.178.ucom.am,Armenia,Yerevan,40.1814,44.5102,AS44395 Ucom CJSC,Ucom CJSC
176.124.134.206,N/A,Ukraine,Kitsman,48.4411,25.764,AS59652 Golfstream.net LLC,Golfstream.net LLC
171.236.69.235,dynamic-ip-adsl.viettel.vn,Vietnam,Long Xuyen,10.3841,105.4386,AS7552 Viettel Group,Viettel Group
14.153.60.30,N/A,China,Shenzhen,22.5455,114.0683,AS4134 Chinanet,Chinanet
103.89.25.138,N/A,Bangladesh,Unknown,23.7018,90.3742,AS151629 Aalok IT Limited,Aalok IT Limited
103.175.101.38,N/A,India,Bhilwara,25.3399,74.645,AS138277 Radinet Info Solutions Private Limited,Radinet Info Solutions Private Limited
102.217.243.149,N/A,South Africa,Phuthaditjhaba,-28.5278,28.8012,AS328961 NET99,NET99
27.147.202.243,dhknat-27.147.202.243.link3.net,Bangladesh,Dhaka,23.7254,90.4189,AS23688 Link3 Technologies Ltd.,Link3 Technologies Ltd.
27.123.253.77,27-123-253-77-mcnbd.com,Bangladesh,Mymensingh,24.7189,90.6462,AS134113 Kazi Sazzad Hossain TA Millennium Computers & Networking,Kazi Sazzad Hossain TA Millennium Computers & Networking
24.139.179.43,N/A,Puerto Rico,Humacao,18.1538,-65.8264,AS14638 LCPRL,LCPRL
201.183.55.47,hfce-201-183-55-47.customer.claro.com.ec,Ecuador,Guayaquil,-2.2038,-79.8819,AS27738 Ecuadortelecom S.A.,Ecuadortelecom S.A.
190.120.37.185,N/A,Brazil,Coreaú,-3.6883,-40.7272,AS270432 IVANCELL. NET COMERCIO DE TELEFONIA EIRELI,IVANCELL. NET COMERCIO DE TELEFONIA EIRELI
189.216.27.38,customer-189-216-27-38.cablevision.net.mx,Mexico,Mexicali,32.6328,-115.3166,AS28555 Cablemas Telecomunicaciones SA de CV,Cablemas Telecomunicaciones SA de CV
189.189.140.128,dsl-128-140-189-189-dynamic.prod-infinitum.com.mx,Mexico,Ecatepec,19.5466,-99.0232,AS8151 UNINET,UNINET
187.190.159.252,fixed-187-190-159-252.totalplay.net,Mexico,Tuxtla Gutiérrez,16.7387,-93.1414,AS17072 TOTAL PLAY TELECOMUNICACIONES SA DE CV,TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.161.143.196,187.161.143.196-clientes-izzi.mx,Mexico,General Escobedo,25.7706,-100.2949,"AS11888 Television Internacional, S.A. de C.V.","Television Internacional, S.A. de C.V."
178.177.196.178,N/A,Russia,Omsk,54.9896,73.3729,AS31133 PJSC MegaFon,PJSC MegaFon
177.140.12.65,b18c0c41.virtua.com.br,Brazil,São Paulo,-23.5475,-46.6361,AS28573 Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda
175.100.83.205,dynamic-ip-adsl.metfone.com.kh,Cambodia,Phnom Penh,11.5583,104.9121,AS38623 ISPIXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.,ISPIXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.
1.65.161.36,1-65-161-036.static.netvigator.com,Hong Kong,Unknown,22.2578,114.1657,AS4760 HKT Limited,HKT Limited
160.250.254.95,N/A,Nepal,Kathmandu,27.7108,85.3251,AS139922 DISH MEDIA NETWORK PUBLIC LIMITED,DISH MEDIA NETWORK PUBLIC LIMITED
138.185.71.153,138-185-71-153.cgnat.virtualnetbatalha.com.br,Brazil,Barras,-4.1322,-42.3136,AS270919 VIANET TELECOM LTDA,VIANET TELECOM LTDA
103.89.157.203,N/A,Nepal,Unknown,28.0,84.0,AS136477 P.D.S. Server Network Pvt. Ltd.,P.D.S. Server Network Pvt. Ltd.
103.70.171.228,N/A,Bangladesh,Unknown,23.7018,90.3742,AS64037 First n Fast IT Ltd,First n Fast IT Ltd
103.199.109.224,host-224-109-199-103.bijoy.net,Bangladesh,Unknown,23.7018,90.3742,AS24556 Bijoy Online Ltd. Multihome Internet Service Provider,Bijoy Online Ltd. Multihome Internet Service Provider
103.189.201.24,N/A,Indonesia,Gresik,-7.1511,112.6611,AS9341 PT INDONESIA COMNETS PLUS,PT INDONESIA COMNETS PLUS
103.133.202.219,N/A,Bangladesh,Dhaka,23.7254,90.4189,AS132298 Antaranga Dot Com Ltd,Antaranga Dot Com Ltd
103.100.235.201,N/A,Bangladesh,Unknown,23.7018,90.3742,AS134806 Skyview Online Ltd,Skyview Online Ltd
102.66.192.5,N/A,South Africa,Potchefstroom,-26.7168,27.1054,AS328471 Hero-Telecoms,Hero-Telecoms
102.217.242.58,N/A,South Africa,Phuthaditjhaba,-28.5278,28.8012,AS328961 NET99,NET99
5.41.17.186,N/A,Saudi Arabia,Jeddah,21.4913,39.1841,AS39891 Saudi Telecom Company JSC,Saudi Telecom Company JSC
45.172.66.155,45-172.66-155.dynamic.area51telecom.com.br,Brazil,Ponta Porã,-22.5403,-55.7232,AS268791 E C de CANO,E C de CANO
45.165.166.126,N/A,Brazil,Santarém,-2.444,-54.7146,AS268683 rede banda larga,rede banda larga
39.58.136.181,N/A,Pakistan,Islamabad,33.7233,73.0435,AS17557 Pakistan Telecommunication Company Limited,Pakistan Telecommunication Company Limited
38.137.55.223,N/A,India,Mohali,30.674,76.7249,AS133661 Netplus Broadband Services Private Limited,Netplus Broadband Services Private Limited
200.80.180.203,203.180.80.200.dynamic.telmex.net.ar,Argentina,Rosario,-32.954,-60.6634,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
190.97.237.151,N/A,Venezuela,Caracas,10.4873,-66.8738,AS263703 VIGINET C.A,VIGINET C.A
189.162.24.199,dsl-199-24-162-189-dynamic.prod-infinitum.com.mx,Mexico,León,21.0462,-101.8292,AS8151 UNINET,UNINET
187.49.87.184,187.49.87.184.acquatelecom.com.br,Brazil,Balneário Camboriú,-26.9873,-48.6276,AS28142 DIGITAL DESIGN SERVICOS DE TELECOMUNICACOES EIRELI,DIGITAL DESIGN SERVICOS DE TELECOMUNICACOES EIRELI
186.158.238.55,host55.186-158-238.telmex.net.ar,Argentina,Unknown,-34.6022,-58.3845,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
186.122.180.138,host138.186-122-180.telmex.net.ar,Argentina,Quilmes,-34.7189,-58.2604,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
181.117.73.106,host106.181-117-73.telmex.net.ar,Argentina,Villa Ballester,-34.5407,-58.5625,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
181.116.41.193,N/A,Argentina,Mar del Plata,-37.9951,-57.541,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
180.149.235.113,N/A,Bangladesh,Dhaka,23.7278,90.4135,AS131464 Digi Jadoo Broadband Ltd,Digi Jadoo Broadband Ltd
179.37.39.238,179-37-39-238.mrse.com.ar,Argentina,Villa Eduardo Madero,-34.6805,-58.4944,AS22927 Telefonica de Argentina,Telefonica de Argentina
179.215.121.213,b3d779d5.virtua.com.br,Brazil,Itanhaém,-24.1831,-46.7889,AS28573 Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda
177.245.160.117,customer-CMX-CUAU-CGN-160-117.megared.net.mx,Mexico,Tultitlán de Mariano Escobedo,19.6235,-99.15,"AS13999 Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V."
177.234.212.26,26-212-234-177.ufinetlatam.net.ec,Ecuador,Guayaquil,-2.2038,-79.8819,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.
170.247.37.106,N/A,Brazil,Guarujá,-23.9961,-46.2534,AS264524 Cunha e Zanato telecom LTDA ME,Cunha e Zanato telecom LTDA ME
170.233.31.191,red.170.233.31.191.ssservicios.com.ar,Argentina,Las Heras,-46.5466,-68.9376,AS264738 Sebastian Souto SSSERVICIOS,Sebastian Souto SSSERVICIOS
169.155.251.92,customer.mdrdesp1.isp.starlink.com,France,Paris,48.8558,2.3494,AS14593 SPACEX-STARLINK,SPACEX-STARLINK
167.59.3.205,r167-59-3-205.dialup.adsl.anteldata.net.uy,Uruguay,Montevideo,-34.8495,-56.1083,AS6057 Administracion Nacional de Telecomunicaciones,Administracion Nacional de Telecomunicaciones
14.191.155.185,static.vnpt.vn,Vietnam,Thái Bình,20.4487,106.3343,AS45899 VNPT Corp,VNPT Corp
125.160.176.228,N/A,Indonesia,Jakarta,-6.2114,106.8446,AS7713 PT Telekomunikasi Indonesia,PT Telekomunikasi Indonesia
122.248.107.138,N/A,Myanmar,Unknown,21.0,96.0,AS131322 Yatanarpon Teleport Company Limited,Yatanarpon Teleport Company Limited
109.161.178.198,109-161-178-198.rev.bb.zain.com,Bahrain,Hamad Town,26.118,50.5011,AS31452 Zain Bahrain B.s.c.,Zain Bahrain B.s.c.
103.229.83.145,N/A,Bangladesh,Unknown,23.7018,90.3742,AS10075 Fiber@Home Global Limited,Fiber@Home Global Limited
103.175.136.194,keralavisionisp-dynamic-194.136.175.103.keralavisionisp.com,India,Kannur,11.8653,75.352,AS138754 Kerala Vision Broad Band Private Limited,Kerala Vision Broad Band Private Limited
103.147.106.120,N/A,Bangladesh,Unknown,23.7018,90.3742,AS139927 Galaxy Net,Galaxy Net
103.135.219.75,N/A,Myanmar,Yangon,16.7964,96.1667,AS135405 WELINK,WELINK
103.118.153.65,N/A,Bangladesh,Unknown,23.7018,90.3742,AS137964 Nextgen Online,Nextgen Online
102.66.147.0,N/A,South Africa,Uitenhage,-33.7621,25.4023,AS328471 Hero-Telecoms,Hero-Telecoms
102.66.141.111,N/A,South Africa,Robertson,-33.7966,19.8854,AS328471 Hero-Telecoms,Hero-Telecoms
83.139.159.61,N/A,Russia,Voronezh,51.672,39.1843,AS6856 AO IK Informsvyaz-Chernozemye,AO IK Informsvyaz-Chernozemye
80.72.25.187,N/A,Russia,Unknown,55.7386,37.6068,AS60246 Consumer Internet Cooperative PG-19,Consumer Internet Cooperative PG-19
41.188.109.99,N/A,Mauritania,Nouakchott,18.0837,-15.9729,AS29544 MAURITEL,MAURITEL
27.79.122.115,localhost,Vietnam,Da Nang,16.0685,108.2215,AS7552 Viettel Group,Viettel Group
186.28.43.139,dynamic-186-28-43-139.dynamic.etb.net.co,Colombia,Bogotá,4.6913,-74.032,AS19429 Colombia,Colombia
186.182.168.36,N/A,Argentina,El Palomar,-34.5435,-58.6127,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
186.158.200.54,host54.186-158-200.claro.com.py,Paraguay,Unknown,-23.3333,-58.0,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
181.58.39.176,static-ip-1815839176.cable.net.co,Colombia,Medellín,6.1838,-75.5976,AS10620 Telmex Colombia S.A.,Telmex Colombia S.A.
181.55.20.121,dynamic-ip-18155020121.cable.net.co,Colombia,Bucaramanga,7.1274,-73.1191,AS10620 Telmex Colombia S.A.,Telmex Colombia S.A.
181.117.165.71,host71.181-117-165.telmex.net.ar,Argentina,General Pacheco,-34.4674,-58.649,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
181.116.90.13,N/A,Argentina,La Plata,-34.9215,-57.9545,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
180.193.201.126,N/A,Philippines,Makati City,14.5562,121.0298,AS9299 Philippine Long Distance Telephone Company,Philippine Long Distance Telephone Company
177.254.25.59,Dinamic-Tigo-177-254-25-59.tigo.com.co,Colombia,Sabaneta,6.1561,-75.6208,AS27831 Colombia Movil,Colombia Movil
170.81.212.166,N/A,Argentina,Pilar,-34.4836,-58.9319,AS263768 EUROSAT S.A.,EUROSAT S.A.
170.239.205.118,N/A,Colombia,Bogotá,4.6633,-74.0413,AS265629 FIBERNET,FIBERNET
146.120.203.3,N/A,Russia,Unknown,50.6165,36.5758,AS213624 Net Space LLC,Net Space LLC
117.102.42.118,noc.worldcall.net.pk,Pakistan,Unknown,30.0,70.0,AS38710 Worldcall Broadband Limited,Worldcall Broadband Limited
103.91.128.64,103.91.128-64.onesky.net.bd,Bangladesh,Unknown,23.7018,90.3742,AS136514 Rashedur Rahman ta Onesky Communications Limited.,Rashedur Rahman ta Onesky Communications Limited.
102.202.74.36,N/A,Unknown,Unknown,0.0,0.0,Unknown,Unknown
89.43.132.112,N/A,Hungary,Unknown,47.4919,19.05,AS6663 Euroweb Romania S.R.L.,Euroweb Romania S.R.L.
88.238.34.212,88.238.34.212.dynamic.ttnet.com.tr,Türkiye,Mersin,36.8333,34.5167,AS47331 Turk Telekom,Turk Telekom
42.1.70.137,N/A,Vietnam,Hanoi,21.0184,105.8461,AS131429 MOBIFONE Corporation,MOBIFONE Corporation
38.50.39.22,22.39.50.38.solunetisp.com,United States,Unknown,37.751,-97.822,AS174 COGENT-174,COGENT-174
38.46.246.20,38-46-246-20.reverse.cablecolor.com.sv,United States,Washington,38.894,-77.0365,AS174 COGENT-174,COGENT-174
31.215.209.59,N/A,United Arab Emirates,Abu Dhabi,24.4542,54.406,AS5384 Emirates Telecommunications Group Company (etisalat Group) Pjsc,Emirates Telecommunications Group Company (etisalat Group) Pjsc
200.93.68.104,200-93-68-104-may-07-p69.cantv.net,Venezuela,Caracas,10.4873,-66.8738,"AS8048 CANTV Servicios, Venezuela","CANTV Servicios, Venezuela"
190.112.216.8,N/A,Argentina,Rosario,-32.954,-60.6634,AS52465 WNet Internet y Hosting,WNet Internet y Hosting
187.190.26.122,fixed-187-190-26-122.totalplay.net,Mexico,Benito Juarez,19.3591,-99.1643,AS17072 TOTAL PLAY TELECOMUNICACIONES SA DE CV,TOTAL PLAY TELECOMUNICACIONES SA DE CV
186.12.169.86,host86.186-12-169.telmex.net.ar,Argentina,Berazategui,-34.7313,-58.2549,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
